id,series,agent,round,human_phatic,human_meta,human_lead,human_arch,human_agree,human_comp,human_comp_level,gemini_phatic,gemini_meta,gemini_lead,gemini_arch,gemini_agree,gemini_comp,sonnet_phatic,sonnet_meta,sonnet_lead,sonnet_arch,sonnet_agree,sonnet_comp
J-run02|Agent-B|R8,J,GPT-OSS 120B,8,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
J-run02|Agent-A|R15,J,LLaMA 3.3 70B,15,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
2026-03-04-15h13-SJ-run1|Agent-A|R11,J,LLaMA 3.3 70B,11,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
J-run01|Agent-B|R18,J,GPT-OSS 120B,18,,true,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
J-run10|Agent-H|R2,J,LLaMA 4 Scout,2,,true,,true,,,,0,1,1,1,0,0,0,0,1,1,0,0
J-run05|Agent-B|R16,J,GPT-OSS 120B,16,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
J-run04|Agent-H|R14,J,LLaMA 4 Scout,14,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
J-run10|Agent-D|R13,J,LLaMA 4 Maverick,13,,,,true,,,,0,0,0,0,0,0,0,0,0,1,0,0
J-run06|Agent-D|R9,J,LLaMA 4 Maverick,9,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
J-run02|Agent-C|R2,J,GPT-OSS 20B,2,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
J-run03|Agent-F|R20,J,Qwen3 32B,20,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
2026-03-04-15h13-SJ-run1|Agent-E|R19,J,Kimi K2,19,,,true,,,,,0,0,1,0,0,0,0,0,0,0,0,0
J-run10|Agent-A|R19,J,LLaMA 3.3 70B,19,,,true,true,,,,0,0,1,0,0,0,0,0,1,1,0,0
J-run05|Agent-F|R7,J,Qwen3 32B,7,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
J-run03|Agent-B|R5,J,GPT-OSS 120B,5,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
J-run08|Agent-D|R7,J,LLaMA 4 Maverick,7,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
J-run02|Agent-B|R9,J,GPT-OSS 120B,9,,,true,true,,,,0,0,1,1,0,0,0,0,0,0,0,0
J-run02|Agent-F|R2,J,Qwen3 32B,2,,,,,true,,,0,0,0,0,1,0,0,0,0,0,0,0
2026-03-04-15h13-SJ-run1|Agent-H|R4,J,LLaMA 4 Scout,4,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
J-run05|Agent-E|R1,J,Kimi K2,1,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
J-run06|Agent-C|R8,J,GPT-OSS 20B,8,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
J-run05|Agent-F|R9,J,Qwen3 32B,9,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
J-run05|Agent-C|R7,J,GPT-OSS 20B,7,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
J-run02|Agent-F|R1,J,Qwen3 32B,1,,true,,true,,,,0,1,0,1,0,0,0,0,0,1,0,0
J-run10|Agent-B|R3,J,GPT-OSS 120B,3,,,false,true,true,,,0,0,0,1,0,0,0,0,0,1,1,0
J-run04|Agent-F|R10,J,Qwen3 32B,10,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-16h41-SK1-run01|Agent-A|R3,K1,LLaMA 3.3 70B,3,,,,,true,,,0,0,0,0,0,0,0,0,0,0,1,0
2026-03-07-17h20-SK1-run10|Agent-F|R1,K1,Qwen3 32B,1,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-17h09-SK1-run08|Agent-H|R6,K1,LLaMA 4 Scout,6,,true,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
2026-03-07-17h20-SK1-run10|Agent-E|R1,K1,Kimi K2,1,,,true,,,,,0,0,1,0,0,0,0,0,0,0,0,0
K1-run01|Agent-C|R5,K1,GPT-OSS 20B,5,,,true,true,,,,0,0,1,1,0,0,0,0,1,1,0,0
2026-03-07-16h43-SK1-run02|Agent-F|R7,K1,Qwen3 32B,7,,,,true,true,,,0,0,0,1,0,0,0,0,0,0,1,0
K1-run03|Agent-H|R10,K1,LLaMA 4 Scout,10,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
2026-03-07-16h43-SK1-run02|Agent-F|R3,K1,Qwen3 32B,3,,,,true,,,,0,0,0,0,0,0,0,0,0,1,0,0
K1-run02|Agent-F|R6,K1,Qwen3 32B,6,,,,true,true,,,0,0,0,1,1,0,0,0,0,1,0,0
2026-03-07-16h55-SK1-run06|Agent-E|R3,K1,Kimi K2,3,,true,,,,,,0,0,0,0,0,0,0,1,0,0,0,0
2026-03-07-16h48-SK1-run04|Agent-D|R2,K1,LLaMA 4 Maverick,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-16h50-SK1-run05|Agent-B|R9,K1,GPT-OSS 120B,9,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K1-run03|Agent-B|R4,K1,GPT-OSS 120B,4,,,true,true,,,,0,0,1,1,0,0,0,0,1,1,0,0
2026-03-07-16h41-SK1-run01|Agent-B|R7,K1,GPT-OSS 120B,7,,false,true,true,true,,,0,0,1,1,0,0,0,0,0,1,1,0
2026-03-07-17h02-SK1-run07|Agent-E|R0,K1,Kimi K2,0,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-16h50-SK1-run05|Agent-H|R10,K1,LLaMA 4 Scout,10,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
2026-03-07-16h50-SK1-run05|Agent-E|R0,K1,Kimi K2,0,,,,true,,,,0,0,0,0,0,0,0,0,0,1,0,0
2026-03-07-16h41-SK1-run01|Agent-C|R5,K1,GPT-OSS 20B,5,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-17h02-SK1-run07|Agent-C|R3,K1,GPT-OSS 20B,3,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-17h20-SK1-run10|Agent-D|R6,K1,LLaMA 4 Maverick,6,,,,,true,,,0,0,0,0,0,0,0,0,0,0,1,0
K1-run04|Agent-B|R7,K1,GPT-OSS 120B,7,,,,,true,,,0,0,0,0,0,0,0,0,0,0,1,0
2026-03-07-17h09-SK1-run08|Agent-E|R1,K1,Kimi K2,1,,,,true,,,,0,0,0,0,0,0,0,0,0,1,0,0
2026-03-07-16h41-SK1-run01|Agent-F|R8,K1,Qwen3 32B,8,,,,,true,,,0,0,0,0,0,0,0,0,0,0,1,0
2026-03-07-17h02-SK1-run07|Agent-A|R10,K1,LLaMA 3.3 70B,10,,,true,true,,,,0,0,1,1,0,0,0,0,1,1,0,0
2026-03-07-16h43-SK1-run02|Agent-C|R8,K1,GPT-OSS 20B,8,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K1-run01|Agent-H|R9,K1,LLaMA 4 Scout,9,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
K1-run05|Agent-F|R3,K1,Qwen3 32B,3,,,false,true,,,,0,0,1,1,0,0,0,0,0,0,0,0
K1-run02|Agent-F|R0,K1,Qwen3 32B,0,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-16h41-SK1-run01|Agent-E|R1,K1,Kimi K2,1,,,true,true,,,,0,0,1,1,0,0,0,0,1,1,0,0
K1-run03|Agent-C|R8,K1,GPT-OSS 20B,8,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
K1-run03|Agent-C|R1,K1,GPT-OSS 20B,1,,,,true,false,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-17h20-SK1-run10|Agent-C|R1,K1,GPT-OSS 20B,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-16h46-SK1-run03|Agent-F|R3,K1,Qwen3 32B,3,,,,true,,,,0,0,0,1,0,0,0,0,0,1,1,0
2026-03-07-16h50-SK1-run05|Agent-D|R7,K1,LLaMA 4 Maverick,7,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
K1-run02|Agent-F|R5,K1,Qwen3 32B,5,,,true,true,,,,0,0,1,1,0,0,0,0,1,1,0,0
2026-03-07-17h20-SK1-run10|Agent-D|R8,K1,LLaMA 4 Maverick,8,,,,,true,,,0,0,0,0,1,0,0,1,0,0,1,0
2026-03-07-17h02-SK1-run07|Agent-A|R8,K1,LLaMA 3.3 70B,8,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K1-run05|Agent-H|R6,K1,LLaMA 4 Scout,6,true,true,,,,,,1,1,0,0,0,0,0,1,0,0,0,0
2026-03-07-16h48-SK1-run04|Agent-F|R3,K1,Qwen3 32B,3,,,,true,,,,0,0,0,1,0,0,0,0,1,1,0,0
K1-run05|Agent-B|R9,K1,GPT-OSS 120B,9,,,true,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-17h09-SK1-run08|Agent-E|R2,K1,Kimi K2,2,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-16h55-SK1-run06|Agent-B|R6,K1,GPT-OSS 120B,6,,,true,true,,,,0,0,1,1,0,0,0,0,1,1,0,0
2026-03-07-16h50-SK1-run05|Agent-B|R10,K1,GPT-OSS 120B,10,,,true,,,,,0,1,0,0,0,0,0,0,0,0,0,0
2026-03-07-16h55-SK1-run06|Agent-H|R7,K1,LLaMA 4 Scout,7,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
K1-run02|Agent-H|R1,K1,LLaMA 4 Scout,1,,true,,true,,,,0,1,0,0,0,0,0,1,0,1,0,0
K2-run01|Agent-B|R5,K2,GPT-OSS 120B,5,,,true,true,,,,0,0,1,1,0,1,0,0,1,1,0,0
2026-03-07-17h50-SK2-run07|Agent-H|R3,K2,LLaMA 4 Scout,3,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-17h29-SK2-run02|Agent-D|R0,K2,LLaMA 4 Maverick,0,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h02-SK2-run10|Agent-B|R5,K2,GPT-OSS 120B,5,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-17h50-SK2-run07|Agent-H|R2,K2,LLaMA 4 Scout,2,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-17h47-SK2-run06|Agent-C|R8,K2,GPT-OSS 20B,8,,true,,true,,,,0,1,0,1,0,0,0,0,0,1,0,0
2026-03-07-17h37-SK2-run04|Agent-H|R2,K2,LLaMA 4 Scout,2,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-17h37-SK2-run04|Agent-E|R2,K2,Kimi K2,2,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K2-run02|Agent-B|R3,K2,GPT-OSS 120B,3,,,,,true,,,0,0,0,0,0,0,0,0,0,0,1,0
2026-03-07-17h29-SK2-run02|Agent-B|R0,K2,GPT-OSS 120B,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
K2-run02|Agent-F|R7,K2,Qwen3 32B,7,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h02-SK2-run10|Agent-B|R10,K2,GPT-OSS 120B,10,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
2026-03-07-17h39-SK2-run05|Agent-C|R4,K2,GPT-OSS 20B,4,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
2026-03-07-17h29-SK2-run02|Agent-F|R7,K2,Qwen3 32B,7,,,true,,false,false,,0,0,1,0,0,0,0,0,0,0,0,0
K2-run05|Agent-C|R6,K2,GPT-OSS 20B,6,,,true,true,,,,0,0,1,1,0,0,0,0,1,0,0,0
2026-03-07-17h39-SK2-run05|Agent-E|R9,K2,Kimi K2,9,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-17h47-SK2-run06|Agent-D|R3,K2,LLaMA 4 Maverick,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-17h33-SK2-run03|Agent-B|R10,K2,GPT-OSS 120B,10,,,,true,,,,0,0,0,1,0,1,0,0,0,0,0,1
2026-03-07-17h39-SK2-run05|Agent-C|R3,K2,GPT-OSS 20B,3,,,true,true,,,,0,0,0,1,0,0,0,0,1,0,0,0
2026-03-07-17h54-SK2-run08|Agent-B|R1,K2,GPT-OSS 120B,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-17h50-SK2-run07|Agent-A|R3,K2,LLaMA 3.3 70B,3,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
K2-run05|Agent-C|R9,K2,GPT-OSS 20B,9,,,true,true,,,,0,0,1,1,0,0,0,0,1,1,0,0
2026-03-07-17h39-SK2-run05|Agent-C|R6,K2,GPT-OSS 20B,6,,,true,true,,,,0,0,1,1,0,0,0,0,0,1,0,0
2026-03-07-17h33-SK2-run03|Agent-A|R3,K2,LLaMA 3.3 70B,3,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
2026-03-07-17h54-SK2-run08|Agent-H|R6,K2,LLaMA 4 Scout,6,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-17h29-SK2-run02|Agent-B|R5,K2,GPT-OSS 120B,5,,,true,,,,,0,0,0,0,0,0,0,0,1,0,0,0
K2-run05|Agent-F|R10,K2,Qwen3 32B,10,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
K2-run04|Agent-F|R9,K2,Qwen3 32B,9,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
2026-03-07-17h54-SK2-run08|Agent-F|R6,K2,Qwen3 32B,6,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
2026-03-07-17h47-SK2-run06|Agent-H|R2,K2,LLaMA 4 Scout,2,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-17h50-SK2-run07|Agent-C|R0,K2,GPT-OSS 20B,0,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K2-run03|Agent-H|R7,K2,LLaMA 4 Scout,7,,,,,true,,,0,0,0,0,1,0,0,0,0,0,1,0
2026-03-07-17h50-SK2-run07|Agent-C|R10,K2,GPT-OSS 20B,10,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
K2-run05|Agent-F|R9,K2,Qwen3 32B,9,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-17h50-SK2-run07|Agent-H|R1,K2,LLaMA 4 Scout,1,,,true,true,,,,0,0,1,1,0,0,0,0,1,0,0,0
K2-run04|Agent-H|R7,K2,LLaMA 4 Scout,7,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
2026-03-07-17h50-SK2-run07|Agent-C|R6,K2,GPT-OSS 20B,6,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
2026-03-07-17h37-SK2-run04|Agent-E|R3,K2,Kimi K2,3,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-17h47-SK2-run06|Agent-B|R3,K2,GPT-OSS 120B,3,,,true,,,,,0,0,1,0,0,0,0,0,0,1,1,0
K2-run02|Agent-F|R6,K2,Qwen3 32B,6,,,,true,true,,,0,0,0,1,0,0,0,0,0,1,1,0
2026-03-07-17h39-SK2-run05|Agent-E|R2,K2,Kimi K2,2,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h02-SK2-run10|Agent-A|R3,K2,LLaMA 3.3 70B,3,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K2-run05|Agent-A|R1,K2,LLaMA 3.3 70B,1,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
2026-03-07-17h39-SK2-run05|Agent-H|R3,K2,LLaMA 4 Scout,3,,,,true,true,,,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-07-17h47-SK2-run06|Agent-C|R0,K2,GPT-OSS 20B,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-17h25-SK2-run01|Agent-H|R3,K2,LLaMA 4 Scout,3,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
K3-run01|Agent-A|R9,K3,LLaMA 3.3 70B,9,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
2026-03-07-18h15-SK3-run02|Agent-D|R6,K3,LLaMA 4 Maverick,6,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h32-SK3-run04|Agent-B|R5,K3,GPT-OSS 120B,5,,,true,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h42-SK3-run05|Agent-F|R10,K3,Qwen3 32B,10,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K3-run01|Agent-B|R8,K3,GPT-OSS 120B,8,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
2026-03-07-18h57-SK3-run08|Agent-F|R10,K3,Qwen3 32B,10,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h32-SK3-run04|Agent-D|R7,K3,LLaMA 4 Maverick,7,,true,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h57-SK3-run08|Agent-C|R1,K3,GPT-OSS 20B,1,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
K3-run02|Agent-C|R0,K3,GPT-OSS 20B,0,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h55-SK3-run07|Agent-E|R5,K3,Kimi K2,5,,,,true,true,,,0,0,0,1,1,0,0,0,0,1,0,0
2026-03-07-18h32-SK3-run04|Agent-B|R9,K3,GPT-OSS 120B,9,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
2026-03-07-18h42-SK3-run05|Agent-F|R9,K3,Qwen3 32B,9,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
K3-run02|Agent-D|R5,K3,LLaMA 4 Maverick,5,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-19h03-SK3-run10|Agent-C|R10,K3,GPT-OSS 20B,10,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h57-SK3-run08|Agent-B|R8,K3,GPT-OSS 120B,8,,,,true,false,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h52-SK3-run06|Agent-B|R6,K3,GPT-OSS 120B,6,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-19h00-SK3-run09|Agent-H|R0,K3,LLaMA 4 Scout,0,,true,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
K3-run05|Agent-A|R1,K3,LLaMA 3.3 70B,1,,,,,true,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h15-SK3-run02|Agent-A|R8,K3,LLaMA 3.3 70B,8,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K3-run04|Agent-F|R9,K3,Qwen3 32B,9,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K3-run04|Agent-A|R5,K3,LLaMA 3.3 70B,5,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
2026-03-07-18h15-SK3-run02|Agent-C|R8,K3,GPT-OSS 20B,8,,,true,true,,,,0,0,0,1,0,0,0,0,1,1,0,0
2026-03-07-18h55-SK3-run07|Agent-B|R2,K3,GPT-OSS 120B,2,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
K3-run04|Agent-F|R2,K3,Qwen3 32B,2,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h12-SK3-run01|Agent-F|R10,K3,Qwen3 32B,10,,,,true,,,,0,0,0,0,0,0,0,0,0,1,0,0
K3-run02|Agent-A|R3,K3,LLaMA 3.3 70B,3,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h52-SK3-run06|Agent-H|R3,K3,LLaMA 4 Scout,3,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h55-SK3-run07|Agent-E|R7,K3,Kimi K2,7,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h15-SK3-run02|Agent-C|R5,K3,GPT-OSS 20B,5,,,true,true,,,,0,0,1,1,0,0,0,0,0,1,0,0
K3-run02|Agent-D|R7,K3,LLaMA 4 Maverick,7,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h24-SK3-run03|Agent-F|R0,K3,Qwen3 32B,0,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h42-SK3-run05|Agent-H|R7,K3,LLaMA 4 Scout,7,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h32-SK3-run04|Agent-E|R8,K3,Kimi K2,8,,,,true,,,,0,0,0,0,0,0,0,0,0,1,0,0
K3-run05|Agent-B|R2,K3,GPT-OSS 120B,2,,,false,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h24-SK3-run03|Agent-A|R5,K3,LLaMA 3.3 70B,5,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K3-run03|Agent-A|R4,K3,LLaMA 3.3 70B,4,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h15-SK3-run02|Agent-E|R9,K3,Kimi K2,9,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K3-run02|Agent-H|R6,K3,LLaMA 4 Scout,6,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h55-SK3-run07|Agent-E|R9,K3,Kimi K2,9,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
K3-run03|Agent-F|R10,K3,Qwen3 32B,10,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
2026-03-07-18h57-SK3-run08|Agent-C|R8,K3,GPT-OSS 20B,8,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
2026-03-07-18h52-SK3-run06|Agent-F|R7,K3,Qwen3 32B,7,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
K3-run04|Agent-B|R1,K3,GPT-OSS 120B,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h55-SK3-run07|Agent-D|R7,K3,LLaMA 4 Maverick,7,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h15-SK3-run02|Agent-C|R3,K3,GPT-OSS 20B,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07-18h42-SK3-run05|Agent-F|R8,K3,Qwen3 32B,8,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
K3-run05|Agent-B|R4,K3,GPT-OSS 120B,4,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
